timestamp,Q
2025-08-02,90.57
2025-08-03,54.78
2025-08-04,53.14
2025-08-05,52.56
2025-08-06,30.43
2025-08-07,32.94
2025-08-08,22.53
2025-08-09,25.11
2025-08-10,38.79
2025-08-11,22.32
2025-08-12,13.96
2025-08-13,18.88
2025-08-14,10.68
2025-08-15,9.51
2025-08-16,14.87
2025-08-17,15.96
2025-08-18,12.30
2025-08-19,9.73
2025-08-20,8.90
2025-08-21,9.07
2025-08-22,10.66
2025-08-23,10.87
2025-08-24,13.86
2025-08-25,13.02
2025-08-26,8.83
2025-08-27,9.24
2025-08-28,8.71
2025-08-29,7.99
2025-08-30,8.33
2025-08-31,34.25
2025-09-01,26.23
2025-09-02,10.32
2025-09-03,19.94
2025-09-04,33.09
2025-09-05,14.19
2025-09-06,12.91
2025-09-07,23.30
2025-09-08,14.96
2025-09-09,105.00
2025-09-10,44.36
2025-09-11,62.57
2025-09-12,45.06
2025-09-13,32.12
2025-09-14,68.55
2025-09-15,72.29
2025-09-16,50.16
2025-09-17,40.86
2025-09-18,32.00
2025-09-19,20.51
2025-09-20,29.85
2025-09-21,31.22
2025-09-22,38.23
2025-09-23,11.74
2025-09-24,53.70
2025-09-25,102.59
2025-09-26,143.15
2025-09-27,132.14
2025-09-28,125.44
2025-09-29,106.89
2025-09-30,95.64
2025-10-01,88.75
2025-10-02,69.09
2025-10-03,71.28
2025-10-04,93.07
2025-10-05,97.07
2025-10-06,94.27
2025-10-07,56.16
2025-10-08,66.70
2025-10-09,48.74
2025-10-10,48.85
2025-10-11,49.86
2025-10-12,50.80
2025-10-13,30.28
2025-10-14,47.41
2025-10-15,28.03
2025-10-16,29.49
2025-10-17,45.24
2025-10-18,17.97
2025-10-19,46.59
2025-10-20,39.50
2025-10-21,25.64
2025-10-22,57.70
2025-10-23,112.91
2025-10-24,168.39
2025-10-25,202.54
2025-10-26,201.24
2025-10-27,205.42
2025-10-28,272.39
2025-10-29,263.10
2025-10-30,278.33
2025-10-31,260.96
2025-11-01,257.27
2025-11-02,287.73
2025-11-03,272.70
2025-11-04,248.21
2025-11-05,209.25
2025-11-06,214.42
2025-11-07,181.41
2025-11-08,160.31
2025-11-09,146.36
2025-11-10,131.55
2025-11-11,117.09
2025-11-12,123.01
2025-11-13,99.90
2025-11-14,94.40
2025-11-15,100.04
2025-11-16,139.91
2025-11-17,128.83
2025-11-18,97.56
2025-11-19,101.97
2025-11-20,148.77
2025-11-21,155.17
2025-11-22,134.13
2025-11-23,144.54
2025-11-24,118.62
2025-11-25,157.44
2025-11-26,190.52
2025-11-27,147.83
2025-11-28,158.90
2025-11-29,182.87
2025-11-30,217.77
2025-12-01,226.81
2025-12-02,173.49
2025-12-03,167.18
2025-12-04,159.09
2025-12-05,187.02
2025-12-06,160.14
2025-12-07,207.87
2025-12-08,283.37
2025-12-09,400.22
2025-12-10,378.16
2025-12-11,336.31
2025-12-12,303.28
2025-12-13,286.00
2025-12-14,263.68
2025-12-15,234.08
2025-12-16,206.97
2025-12-17,185.89
2025-12-18,167.25
2025-12-19,176.12
2025-12-20,155.86
2025-12-21,163.73
2025-12-22,154.32
2025-12-23,136.29
2025-12-24,135.72
2025-12-25,135.92
2025-12-26,125.33
2025-12-27,110.10
2025-12-28,97.77
2025-12-29,111.87
2025-12-30,89.04
2025-12-31,99.78
2026-01-01,99.06
2026-01-02,98.48
2026-01-03,98.37
2026-01-04,91.80
2026-01-05,86.15
2026-01-06,63.36
2026-01-07,76.96
2026-01-08,78.08
2026-01-09,184.48
2026-01-10,494.44
2026-01-11,506.49
2026-01-12,387.15
2026-01-13,501.20
2026-01-14,543.13
2026-01-15,494.52
2026-01-16,429.40
2026-01-17,399.72
2026-01-18,359.92
2026-01-19,325.55
2026-01-20,280.66
2026-01-21,244.65
2026-01-22,231.90
2026-01-23,202.12
2026-01-24,206.13
2026-01-25,190.72
2026-01-26,167.06
2026-01-27,160.95
2026-01-28,170.10
2026-01-29,182.05
2026-01-30,167.74
2026-01-31,152.53
2026-02-01,182.81
2026-02-02,191.21
2026-02-03,193.64
2026-02-04,223.01
2026-02-05,199.66
2026-02-06,191.13
2026-02-07,197.01
2026-02-08,193.73
2026-02-09,198.93
2026-02-10,158.59
2026-02-11,186.22
2026-02-12,613.42
2026-02-13,966.24
2026-02-14,927.47
2026-02-15,726.33
2026-02-16,673.15
2026-02-17,859.35
2026-02-18,776.93
2026-02-19,759.75
2026-02-20,791.37
2026-02-21,798.73
2026-02-22,914.90
2026-02-23,1246.13
2026-02-24,1240.96
2026-02-25,1135.45
2026-02-26,957.39
2026-02-27,827.84
2026-02-28,737.66
2026-03-01,634.95
2026-03-02,528.79
2026-03-03,460.59
2026-03-04,402.93
2026-03-05,338.73
2026-03-06,306.26
2026-03-07,283.46
2026-03-08,268.76
2026-03-09,252.94
2026-03-10,223.13
2026-03-11,243.41
2026-03-12,282.83
2026-03-13,273.73
2026-03-14,450.50
2026-03-15,601.98
2026-03-16,481.05
2026-03-17,384.57
2026-03-18,339.11
2026-03-19,321.59
2026-03-20,265.48
2026-03-21,257.57
2026-03-22,282.84
2026-03-23,260.09
2026-03-24,238.53
2026-03-25,248.02
